wand,1.0
pints,33.0
wank,2.0
booklined,1.0
domes,5.0
titanium,1.0
want,7832.0
celelry,1.0
cornfree,1.0
drOOL,1.0
pinto,55.0
distressedlooking,1.0
travel,224.0
Attention,11.0
copious,46.0
Promise,3.0
selfesteem,3.0
wront,1.0
HEAD,5.0
Bates,1.0
goober,2.0
cornmealbiscuit,1.0
clubcocktailswhiskey,1.0
mushroomstuffed,1.0
restaurateurism,1.0
dinosaurs,2.0
wrong,2515.0
RESERVES,1.0
HEAR,3.0
Foga,4.0
Alack,1.0
colorfully,5.0
CFD,1.0
rulerich,1.0
thoughht,1.0
CheeseYum,1.0
CFS,1.0
Retention,1.0
Even,1496.0
snugly,1.0
welcomed,115.0
Blackstone,64.0
aromatically,3.0
restrospect,1.0
toodisgusting,1.0
backings,1.0
beerhall,3.0
PITCHERS,1.0
duece,1.0
welcomes,20.0
Hip,14.0
His,210.0
Hit,22.0
fit,487.0
uot,5.0
screaming,168.0
fix,353.0
Rubino,3.0
Smiths,2.0
qualcosa,1.0
Hic,1.0
rivitor,1.0
fig,191.0
reentered,2.0
fin,18.0
Him,8.0
fil,1.0
restaurantso,1.0
yeeah,1.0
Wellpriced,1.0
Moschi,1.0
seetaste,2.0
Aloe,1.0
songwriter,2.0
vouchers,6.0
20090322,22.0
20090323,34.0
20090320,15.0
20090321,17.0
20090326,18.0
20090327,24.0
Alot,8.0
20090325,37.0
20090328,23.0
20090329,26.0
romancesoft,1.0
offeres,2.0
whacking,1.0
DECISION,3.0
SR22,1.0
bartop,1.0
timeout,1.0
Rates,1.0
saladtype,2.0
stuffeddeep,2.0
GREATNESS,2.0
grapefruity,2.0
apetizers,5.0
priceddelicious,1.0
Crowds,4.0
tripping,15.0
Susie,5.0
coffeeteawhatever,1.0
auuuughhh,1.0
scrumptiously,4.0
enviroment,12.0
delirestaurant,1.0
XXXL,2.0
woodburing,1.0
adapt,8.0
Basement,1.0
ECLECTIC,1.0
dinginess,1.0
Spree,2.0
size,1510.0
foodtip,1.0
wonderbread,1.0
YP,1.0
Tastefully,2.0
chimchurri,4.0
selfI,1.0
pumpking,2.0
MEDIA,1.0
gameplan,1.0
Corinne,4.0
pumpkins,4.0
Ego,2.0
pumpkiny,2.0
estimate,45.0
Egg,272.0
chlorine,3.0
jugs,10.0
mishegas,1.0
bowlful,1.0
welcomebacktofood,1.0
sickeningly,12.0
Sapoi,1.0
chiara,2.0
Incongruous,1.0
dessertpistachio,1.0
Italy4,1.0
disturbed,12.0
Pauwel,1.0
chickenveg,1.0
stewesque,1.0
IMPRESSED,3.0
Xocago,1.0
lobstertail,1.0
loool,1.0
MediterraneanPersian,1.0
stonecold,3.0
mouthsome,1.0
pineapplekiwi,2.0
sausageerrr,1.0
Riceveggie,1.0
olds,24.0
LAND,1.0
renovated,39.0
Bday,22.0
competitionworthy,1.0
snapperit,1.0
musselsforone,1.0
highestrated,1.0
needed,1377.0
grossness,2.0
totra,2.0
mousseline,2.0
genesis,1.0
Carmelpretzel,1.0
rewards,7.0
slingin,2.0
waiterwaitressMost,1.0
yeppers,1.0
hustlin,1.0
Daddy,24.0
positively,32.0
Ricanstyle,1.0
Worryin,38.0
rewardingly,1.0
outdoorsindoors,1.0
SPAM,3.0
Thorndale,11.0
anniversaries,20.0
WrongOn,1.0
exclaimed,13.0
clyborn,1.0
shampoos,2.0
feeling,1403.0
DriveI,1.0
Chicago,13264.0
pefecrt,1.0
?????).,1.0
gaunchos,3.0
YUMOOOOOOOOOOOOOOOOO,1.0
EscolarSuper,1.0
heped,1.0
spiff,3.0
CocaCola,6.0
shawls,1.0
Theo,1.0
Then,1772.0
Them,8.0
annoyingThe,1.0
sitin,4.0
paramedics,1.0
Thee,6.0
bakerythingy,1.0
Valfrais,1.0
snuggled,2.0
gratinwhich,1.0
deepthroating,1.0
They,11813.0
serverhostess,1.0
Ther,1.0
shipments,1.0
45th,2.0
unknow,1.0
usOnce,1.0
diminishing,2.0
resonates,3.0
simplify,1.0
chiccarones,1.0
reverence,5.0
6very,1.0
resonated,2.0
toin,1.0
Encore,1.0
naturallysweet,1.0
majo,1.0
openedmaybe,1.0
Cafebecause,1.0
BrauWeiss,1.0
Boboli,1.0
nettle,1.0
Civilized,1.0
teco,1.0
tech,8.0
paneling,9.0
itBut,1.0
woocrazy,1.0
purged,1.0
saying,1204.0
whiteperson,1.0
crunked,1.0
braising,3.0
twoThis,1.0
empandas,11.0
minimall,1.0
padded,9.0
Bismol,1.0
zestkick,1.0
tempted,135.0
Daryl,3.0
yuppiefoodie,1.0
hounded,1.0
bullshitted,1.0
clicked,5.0
COCHINITA,2.0
Tirimisu,1.0
chargesWHOEVER,1.0
lube,4.0
Margaritaawesome,1.0
spinachricotta,1.0
becuz,1.0
consistencytexture,1.0
AMAAHHZZZIIINNNG,1.0
Tearing,1.0
plate,3953.0
servicesoup,1.0
Hoang,5.0
plata,1.0
Wonderlust,1.0
veggetable,1.0
Hoanh,3.0
mealIn,1.0
clumsiness,2.0
altogether,56.0
rugged,3.0
Americanstyle,2.0
uncleanliness,1.0
jaguar,1.0
Fascinating,1.0
consumerist,1.0
nicely,745.0
Jonghe,3.0
Wildire,1.0
patch,6.0
meatbaconrice,1.0
tsingtaos,1.0
unmarkedunderground,1.0
soupsushi,1.0
overyourbackuntilyoufinishthatlastpieceofchicken,1.0
potatoesdef,1.0
rearends,1.0
shashmi,1.0
heirloom,62.0
potatolicious,1.0
pinot,62.0
lotI,1.0
saythe,1.0
optimism,2.0
chefdom,1.0
Bellissimo,2.0
20120612,45.0
lots,1519.0
bbq4,1.0
Jagerbombs,1.0
Jaipuri,1.0
warchestershire,1.0
minimenu,1.0
irk,3.0
550each,1.0
ire,3.0
20120617,23.0
wage,8.0
PorkChops,1.0
extend,22.0
nature,109.0
fudgy,2.0
underimagined,1.0
fruits,152.0
lapping,3.0
ohmeccaofthehipandfashionable,1.0
brainwashed,2.0
tendony,4.0
extent,34.0
tendons,14.0
WIt,1.0
votefor,1.0
gefelte,1.0
REEAAALLY,1.0
20120619,40.0
Lollalike,1.0
doeuvres,8.0
ravenously,5.0
finfish,1.0
lookin,23.0
1month,1.0
lookie,1.0
fearlessly,2.0
muuuuucccccchhhhhhhh,1.0
Apartment,2.0
minused,2.0
moreperson,1.0
minuses,3.0
mushysoggy,1.0
humming,5.0
serviceBest,1.0
smackdown,2.0
Instantly,5.0
fra,2.0
underdone,22.0
frd,2.0
fri,16.0
naifs,1.0
bothers,38.0
menuthe,1.0
much,11733.0
Cucumber,26.0
BananaChocolatePancake,1.0
Closely,1.0
unleavened,1.0
fry,236.0
Snake,8.0
obese,10.0
amberhued,1.0
Giardinera,1.0
spit,75.0
backthe,1.0
ecofriendly,6.0
Chads,4.0
spic,1.0
doubts,21.0
spin,65.0
nipsterish,1.0
"$$$$),",1.0
serverschefs,1.0
backsplashes,1.0
Cali,38.0
fillersbusboys,1.0
professionally,17.0
misconstrued,1.0
droppin,2.0
Moul,1.0
20101121,40.0
Calm,3.0
yemisir,4.0
unos,3.0
honeslty,2.0
saltiness,81.0
takeitall,1.0
Calo,355.0
awfulamazing,1.0
conditioned,11.0
Definetly,8.0
Jewels,5.0
conditioner,6.0
5050,26.0
waaayyy,1.0
hone,9.0
memorial,8.0
joinedcombined,1.0
anybody,76.0
portobella,8.0
portobello,59.0
20101129,50.0
honk,2.0
Tahitian,5.0
Importantly,2.0
Calf,1.0
xxoo,3.0
visitations,1.0
hoagy,1.0
BelAir,2.0
starstruckedness,1.0
saluted,1.0
flipflops,9.0
kindely,1.0
Maybe,1545.0
39each,1.0
superfulous,1.0
advertizement,1.0
!!!!!!!!,27.0
judgement,36.0
bfastbrunch,1.0
peremptory,1.0
!!!!!!!(,1.0
!!!!!!!.,1.0
EBT,1.0
academic,3.0
academia,1.0
Table,174.0
corporate,70.0
KabochaMarigold,1.0
Tellagio,1.0
???-,1.0
bellow,2.0
???),9.0
???(,5.0
???',1.0
Awee,1.0
Awed,1.0
???#,1.0
Kurobota,1.0
???!,1.0
goRaspberry,1.0
????,54.0
hushpuppies,26.0
DISH,23.0
???:,1.0
fairer,3.0
lassi,24.0
lasso,2.0
hah,4.0
hai,4.0
upsides,6.0
ham,708.0
han,1.0
hao,1.0
Oscar,70.0
had,52679.0
hae,3.0
hag,2.0
reservationist,6.0
hay,15.0
simpleenough,1.0
endup,1.0
hap,5.0
har,13.0
has,11151.0
hat,65.0
Karaoke,50.0
hav,2.0
haw,1.0
choys,1.0
lechehot,1.0
REQUEST,1.0
unequivocally,8.0
objective,18.0
indicative,13.0
Quickie,1.0
Tipping,1.0
MillerBud,1.0
bluberry,1.0
semifoodie,1.0
PRESSES,1.0
Mackerel,7.0
bbqgood,1.0
Calamari,124.0
Meuniere,1.0
Swedish,19.0
unabashedly,4.0
flub,3.0
decorambiance,5.0
crowd,1430.0
ultrapda,1.0
crown,37.0
Ambieance,1.0
captive,3.0
Snice,1.0
hardheadedness,1.0
collegesyounger,1.0
ricesoups,1.0
MAPLEdrizzled,1.0
botton,1.0
Fogomeans,1.0
bottom,562.0
lockdown,18.0
inhuman,1.0
faveand,1.0
frut,1.0
Facebook,38.0
frum,1.0
summerspring,1.0
completly,3.0
!(~$,2.0
Celebration,7.0
encredible,1.0
Sangre,1.0
streeterville,4.0
Accompanying,4.0
Ticoland,1.0
flavorable,9.0
PiJiu,1.0
1pretzeled,1.0
tofumushroomladen,1.0
Lesbians,1.0
starring,15.0
visitng,4.0
fiveway,1.0
benches,78.0
anomalous,1.0
backWhen,1.0
premarathon,1.0
20060118,1.0
20060116,1.0
20060117,3.0
20060114,1.0
20060112,1.0
abating,1.0
dahlings,1.0
20060111,2.0
lemmings,4.0
#%,1.0
evderyday,1.0
PUNISH,1.0
Concerned,1.0
honeymoon,14.0
Valdez,2.0
swelter,1.0
mangos,6.0
Valdes,2.0
shoots,38.0
pizzaout,1.0
Pellizcadas,1.0
Unremarkable,6.0
Ends,1.0
despised,5.0
fabric,11.0
lining,60.0
cellaphane,1.0
raped,6.0
filafel,2.0
grasping,3.0
despises,5.0
avocados,76.0
perfumes,1.0
perfumey,2.0
denoting,1.0
thesaurus,2.0
Udon,5.0
?).#,1.0
JayZ,3.0
perfumed,5.0
Roast,85.0
afterwardThe,1.0
tastingexperienceentiredeal,1.0
congratulations,5.0
panettone,2.0
humbled,5.0
rippling,1.0
largish,4.0
picniclooking,1.0
bookletthingy,1.0
County,33.0
mizers,1.0
humbles,1.0
nicest,111.0
sssoooo,1.0
dimunitive,1.0
Jays,1.0
Stallard,1.0
QUESTIONABLE,1.0
passenger,5.0
disgrace,8.0
Tales,3.0
mirror,29.0
actuallyThe,1.0
sentimentality,1.0
StrangeNot,1.0
decapitation,1.0
Bienvenues,1.0
haahha,1.0
Swooning,2.0
seattable,1.0
slurring,6.0
fantasyland,1.0
crowns,1.0
Whoa,23.0
072212,1.0
Pomegranite,1.0
vinigrette,1.0
wreaked,2.0
Benihana,6.0
wordlessly,1.0
unpersonable,1.0
Hummingbird,2.0
syrupbraised,4.0
halfassing,2.0
palms,9.0
hawked,1.0
Ids,2.0
Melbourne,1.0
unnervingly,2.0
Drinkmaking,1.0
good3,2.0
Idk,2.0
smelling,147.0
Ide,1.0
lorem,1.0
whoooooowe,1.0
explosions,11.0
Ida,1.0
shootout,2.0
PhilippinoSushi,1.0
fuzzily,1.0
soundbar,3.0
Frito,1.0
yeahtastes,1.0
steelhead,10.0
90120,2.0
chain,389.0
whoever,89.0
thirdfloor,1.0
Artisan,4.0
conchiglie,3.0
Ipswich,4.0
chair,282.0
Ebisu,1.0
semideep,1.0
Licor,2.0
busyCafe,1.0
ballet,23.0
amplification,1.0
baller,11.0
schwasted,1.0
QUOTE,1.0
clientale,1.0
Nightmares,3.0
mache,1.0
andamazing,1.0
grappled,2.0
dinnerNow,1.0
camarones,11.0
Kompachi,1.0
connecting,9.0
obssessed,3.0
macho,2.0
oversight,19.0
tenacious,1.0
877MYFUNKE,1.0
cracklins,3.0
paychecks,3.0
jerk,100.0
Sapacca,1.0
procuito,1.0
splitable,2.0
embark,7.0
gloomy,13.0
Nanadicts,2.0
unpleasent,1.0
Premavera,1.0
Proprietary,1.0
Barrel,8.0
exact,224.0
minute,1274.0
preappetizer,4.0
banters,2.0
Hellman,2.0
dirtwater,1.0
tubaina,1.0
FREAKINMAZING,1.0
skewed,23.0
Katrina,1.0
skewer,131.0
TUDE,1.0
carmelize,5.0
hindered,6.0
ADVICE,4.0
suprirse,1.0
pastitchio,1.0
ogles,1.0
heavyweight,2.0
chopping,6.0
incrementally,3.0
adorns,7.0
Ahumadas,1.0
oilParmesan,1.0
bagging,3.0
chimichanga,28.0
johnMust,1.0
celebrated,78.0
rappini,2.0
optionnot,1.0
cheeseburgers,18.0
mignoncrab,1.0
geography,3.0
celebrates,6.0
unintentionally,4.0
Me,315.0
drafted,3.0
Mf,2.0
Ma,48.0
ChicagoinDecember,1.0
oldies,7.0
eyepleasing,1.0
Mm,11.0
Trekked,1.0
Mo,4.0
Mi,43.0
plucking,3.0
305,5.0
Mu,1.0
Mt,7.0
McIrish,1.0
Ms,37.0
address,118.0
ratio,169.0
dwindling,1.0
My,14114.0
ME,107.0
MD,4.0
MG,2.0
MF,18.0
MA,3.0
MC,7.0
MB,2.0
MM,7.0
impacted,6.0
MO,5.0
20071030,9.0
MI,15.0
monthdead,1.0
MK,10.0
MJ,7.0
queue,36.0
MT,1.0
MW,5.0
heywhatever,1.0
sprouted,4.0
aboveavg,1.0
ALOT,13.0
MR,10.0
MY,162.0
influx,5.0
soupdip,1.0
Lankan,1.0
raise,78.0
sardineshavemoreroom,1.0
randomn,2.0
inquisitively,2.0
randoms,5.0
Baladoche,1.0
scaloppini,3.0
randomy,1.0
undergone,5.0
August,65.0
handbags,3.0
perished,1.0
pooped,2.0
sludgy,1.0
ohsocommon,1.0
opposed,174.0
CroqueMonsieur,1.0
allinall,11.0
Those,246.0
balancedmixed,1.0
Iris,70.0
suckas,4.0
consoled,1.0
Defeatist,1.0
ooooooh,1.0
Artful,2.0
goods,193.0
wasreally,1.0
problemfree,1.0
Bart,2.0
Bacchanalia,1.0
lowercase,2.0
Vietnamesetype,1.0
breadedfried,1.0
Clarified,1.0
Glenn,519.0
Fillets,1.0
Hershey,20.0
lowpriced,2.0
WELLWELL,1.0
Poooooooor,1.0
Laotian,1.0
following,413.0
cipolini,1.0
nonchalent,1.0
lindemans,1.0
calas,2.0
AHmazing,4.0
Symphony,8.0
oatmeal,502.0
BLTwhich,2.0
listens,6.0
litre,1.0
Oberon,9.0
decifer,1.0
thanking,30.0
escalador,1.0
Significant,5.0
Frenchies,1.0
Dumb,5.0
Ly,2.0
mintues,13.0
Marianao,3.0
casualness,2.0
Flyods,1.0
convincingly,2.0
fueled,9.0
Ahmad,1.0
LB,4.0
insitute,1.0
Mamoun,2.0
surfing,2.0
Jtown,1.0
supernerd,1.0
juicebox,1.0
halfsize,2.0
Fabulosity,1.0
subsisting,1.0
ocassionally,2.0
Millinario,1.0
BlueBerry,1.0
LIE,3.0
Herbivore,1.0
Bowie,2.0
LIL,1.0
jucier,1.0
dishroom,1.0
wside,2.0
professors,2.0
Elias,1.0
thiner,3.0
20120119,31.0
Brookly,1.0
LIZ,1.0
20120118,37.0
jif,1.0
jig,3.0
disconnect,4.0
lessor,2.0
slimeball,1.0
OFFER,1.0
milked,4.0
veggiesausage,1.0
jim,4.0
arsada,1.0
jip,2.0
did2,1.0
highbacked,37.0
availableSo,1.0
Hiding,1.0
apron,9.0
itselfGiven,1.0
LP,48.0
bravasesque,1.0
Lychee,26.0
Moynahan,1.0
bashful,1.0
yesMORE,1.0
CHOICES,1.0
TempranilloCabernet,1.0
overpowering,232.0
Gordon,21.0
Falcon,9.0
sorted,6.0
bourbonlaced,1.0
PIES,1.0
threeandahalf,3.0
pateyum,1.0
didd,1.0
homeThis,1.0
hickory,15.0
didn,4.0
didi,4.0
oatmealish,2.0
Yellow,36.0
20080811,28.0
didt,1.0
20080813,16.0
20080812,37.0
20080815,30.0
20080814,22.0
20080817,17.0
20080816,19.0
20080819,22.0
20080818,27.0
Brazzazz,4.0
quarter,90.0
quartet,11.0
earthandseascented,1.0
112009,1.0
Lumen,2.0
bursting,103.0
plateofixins,1.0
1175,3.0
quietspoken,1.0
fallin,1.0
manchegomembrillo,1.0
MIgnon,1.0
DEMANDED,1.0
entering,152.0
Soiree,17.0
baghali,1.0
handsliced,1.0
salads,886.0
disasters,6.0
Deborah,3.0
OneThird,1.0
StripPepper,1.0
Brendon,1.0
semitoolesque,1.0
Michigan,522.0
wisked,3.0
wholewheat,2.0
seriously,1155.0
butterhoney,1.0
Franzia,1.0
patacon,1.0
calming,29.0
aheadordering,1.0
pastalike,2.0
punsake,1.0
incentives,3.0
Presentations,2.0
stingier,1.0
inwardly,3.0
crazies,2.0
crazier,7.0
grandma,96.0
hardtocomeby,1.0
20100522,40.0
20100523,36.0
20100520,19.0
20100521,38.0
20100526,38.0
20100527,41.0
20100524,26.0
20100525,48.0
20100528,28.0
20100529,17.0
modest,63.0
20person,11.0
quibble,20.0
Saltimboca,4.0
draggin,1.0
3lbs,1.0
ONEstar,1.0
headbanger,1.0
spoken,55.0
oxails,1.0
72212,1.0
Executive,11.0
tamari,6.0
pasteries,4.0
spokes,1.0
comparemy,1.0
affords,5.0
Fogo,839.0
spacetable,1.0
differentWine,1.0
Monday,698.0
SCRIPT,1.0
goodbad,3.0
longwindedness,1.0
nonalcolohic,1.0
Uberfoodies,1.0
cheeseguava,1.0
Barbar,2.0
uncustomeroriented,1.0
unmarried,1.0
lingering,58.0
RAISED,1.0
Bomba,1.0
34oz,1.0
DayButternut,1.0
brewpub,57.0
snatch,14.0
NERI,2.0
fanned,3.0
Bombs,2.0
Adige,1.0
absorbs,7.0
SMELL,4.0
NERD,1.0
History,12.0
Equinox,1.0
Ciao,14.0
nougat,1.0
foodsalads,1.0
crossroads,2.0
rehab,8.0
arugulay,1.0
overrrun,1.0
lillies,1.0
opponent,1.0
wandering,58.0
proactive,11.0
disasterous,1.0
Cartuja,2.0
sumptuous,29.0
overAfter,1.0
turned,931.0
jewels,7.0
Field,31.0
ahhhhhhhs,1.0
sweetsmelling,1.0
uninterrupted,5.0
breadandbutter,2.0
pimply,1.0
uhuh,1.0
shrimpsimply,1.0
fashionable,11.0
takeoutdelivery,8.0
coliseum,1.0
bistroamerican,1.0
Forester,1.0
zoo,54.0
mayer,2.0
Wont,4.0
strongGet,1.0
counterservice,1.0
chitown,26.0
opposite,134.0
discerning,16.0
spewing,5.0
trendypricey,1.0
Gorditas,5.0
Wong,4.0
jalapenoesque,1.0
walkedin,3.0
TEETH,1.0
Depository,1.0
SkyMall,1.0
touchy,5.0
togas,1.0
jitters,8.0
messier,2.0
Penzoil,1.0
tators,1.0
jittery,3.0
spaceage,1.0
ooohhh,2.0
wynn,1.0
imagines,2.0
porkandpepper,1.0
cazuela,11.0
Ethiopia,12.0
Scissor,1.0
inconsistent,121.0
imagined,102.0
crispcrustcrunch,1.0
!!!??,2.0
reconciling,1.0
Pinna,1.0
Thrilled,2.0
ribscallop,2.0
aimlessly,8.0
Riesling,39.0
Stewie,1.0
underbooking,1.0
rejoiced,3.0
Surprising,6.0
laziest,1.0
revolutionized,1.0
vegetarianKosherWest,1.0
Julieta,1.0
TACOs,1.0
Caliente,4.0
Knotts,1.0
etcetera,3.0
justified,43.0
panchen,1.0
ACTUAL,3.0
trappist,4.0
pimp,6.0
currylime,1.0
YEA,3.0
Peece,1.0
GIORDANOS,1.0
bathwater,1.0
seeting,1.0
TACOS,6.0
YEY,1.0
tiki,10.0
Toffutti,1.0
tiko,1.0
Muscato,2.0
YES,182.0
hotness,11.0
YET,10.0
YEW,1.0
!!!!!!!!!!!!!!!!!,5.0
enthralled,13.0
noisier,8.0
Rings,7.0
"!!!!!!!!!!!!!!!!,",1.0
potatosDO,1.0
molelike,1.0
comeI,1.0
METROMIX,1.0
832,1.0
defensively,1.0
830,171.0
831,1.0
Throwdown,10.0
venden,1.0
835,2.0
sightunseen,1.0
ofchiken,1.0
nrse,1.0
moons,5.0
satiety,2.0
shrimpfish,1.0
popoverlike,1.0
marrowless,1.0
Chachouka,1.0
Harbor,3.0
5car,1.0
Sense,1.0
touristypopular,1.0
meeeelion,1.0
menacing,4.0
wickedly,3.0
Cosmos,1.0
artphotographs,1.0
157am,1.0
tastless,2.0
majestically,1.0
maitreid,1.0
quizzical,3.0
?;),5.0
millionaire,4.0
flipped,73.0
paring,22.0
chocobanana,1.0
workplace,7.0
Dalyte,1.0
Ukai,1.0
enclosing,1.0
Worrisome,1.0
allowance,5.0
crosscontamination,3.0
Odwalla,2.0
Fairbanks,3.0
enoughOf,1.0
anthropologie,1.0
Linzano,1.0
Sprinkles,9.0
serviceyou,1.0
brunchbfast,1.0
collides,1.0
spankopita,1.0
west,182.0
fruitjam,1.0
Tacos,83.0
collided,1.0
motives,1.0
pastriesdesserts,1.0
BURNS,3.0
BURNT,4.0
fromyes,1.0
Hie,1.0
bigeater,1.0
DINER,7.0
carnivore,168.0
vegetablefruit,2.0
Drouhin,1.0
hostessowneretc,1.0
vomity,1.0
readings,5.0
photos,149.0
aloli,1.0
tightened,1.0
fishThe,2.0
transmogrify,1.0
abject,1.0
Cancellation,1.0
Terminal,2.0
20081230,29.0
20081231,19.0
executes,6.0
nontrashy,1.0
Grenn,1.0
Sprinkled,3.0
Hin,2.0
deliciousinspired,1.0
allyoucaneat,60.0
fim,1.0
Size,6.0
Deconstructed,22.0
crabscallop,2.0
semiexotic,1.0
SHAKES,3.0
limping,1.0
3taco,1.0
liquored,6.0
technology,6.0
Prep,2.0
Pres,1.0
hispanichotcocoa,1.0
ingrained,3.0
ubiqitous,1.0
nuptials,1.0
lowgluten,1.0
Nuang,2.0
verifies,1.0
Silverlake,2.0
Blood,48.0
custardpastry,1.0
yessir,1.0
emulsions,1.0
burritosthe,1.0
imboltini,2.0
visually,64.0
hopesUnfortunately,1.0
hideaway,8.0
Tempeh,23.0
Clear,2.0
IRS,1.0
Aloo,10.0
Anywhere,17.0
IRL,3.0
barTheir,1.0
advertisement,10.0
crunchycrispy,1.0
Temper,1.0
pasticio,2.0
teepee,2.0
NOODLE,2.0
Embarrassing,1.0
excused,5.0
APONIAS,1.0
MISSING,2.0
reenergized,1.0
Vesper,4.0
20111018,50.0
20111019,40.0
31,747.0
Max,22.0
20111010,60.0
20111011,39.0
20111012,45.0
Butit,1.0
20111014,36.0
20111015,31.0
20111016,51.0
effects,18.0
Montes,1.0
Discriminate,1.0
20090324,35.0
Supergawg,1.0
Leaden,1.0
being,5897.0
Brazillain,1.0
NAO,1.0
YumO,3.0
Merlot,22.0
Kass,1.0
Jk,3.0
NAY,2.0
imtimate,1.0
multidimensional,1.0
sixteen,1.0
COW,7.0
grounded,8.0
excuses,38.0
ChooChoo,1.0
Completed,1.0
characterization,1.0
Yumm,10.0
BEHIND,4.0
Yumo,5.0
Yums,1.0
soninlaw,1.0
plumes,2.0
Arrosto,5.0
FOODNETWORK,1.0
zion,1.0
restuarnat,1.0
unerring,1.0
ThaiSushi,2.0
marshmellow,9.0
SAFE,5.0
sums,46.0
sumo,2.0
Token,1.0
traffic,185.0
preference,167.0
decomposes,1.0
leprachaun,1.0
pizzaria,4.0
sensational,31.0
Neurosis,1.0
Houstonsahhh,1.0
Flavorless,6.0
funfilled,2.0
cakechevre,1.0
Sergio,2.0
softopened,1.0
superiority,6.0
Warming,2.0
SUGGESTION,2.0
alwaysAnd,1.0
pehaps,1.0
seating,2485.0
Laguiole,1.0
burgertype,1.0
bitlyPublicanCh,1.0
meOn,1.0
kidlet,1.0
pervading,1.0
yesss,1.0
consistantcy,1.0
Rosangelis,1.0
turkeybrie,3.0
strewn,12.0
blackenedcharred,1.0
lunchesdinnersdrinks,1.0
viewwhen,1.0
diffferent,1.0
disparaging,5.0
godalmighty,1.0
tomfkery,1.0
thailand,1.0
Gallega,1.0
Caligiore,1.0
Gauc,1.0
Knows,5.0
exasperating,1.0
Revolution,429.0
nonbacon,2.0
Horiatiki,2.0
KCH,2.0
dipCheap,1.0
debaucle,1.0
hollandise,1.0
storeand,1.0
wannabeKuma,1.0
USraised,1.0
halftimehotdoug,1.0
drivecab,1.0
nastily,1.0
perturbed,6.0
Herbed,4.0
potatoveggies,1.0
disrupts,1.0
YEESSSS,1.0
dryhopped,2.0
Herbes,1.0
lively,418.0
deadzone,2.0
Atun,20.0
biches,1.0
MOJO,1.0
gnashing,1.0
bubbly,74.0
unadventureous,1.0
glean,2.0
Peninsula,10.0
Offal,3.0
sealed,34.0
brazilian,91.0
biteWe,1.0
bubble,132.0
yearned,4.0
backlashagainsthealth,1.0
wits,4.0
motherkissed,1.0
societal,2.0
yaya,9.0
peanubana,1.0
pasteurize,1.0
wita,1.0
Southgate,1.0
with,76220.0
176378634637,1.0
abused,10.0
wrappedup,1.0
rage,28.0
tripe,102.0
viNEEya,1.0
Beret,1.0
chomped,5.0
unsual,3.0
rags,2.0
operationally,1.0
